SRP_ERP_ID,PMIDs,PMID_Count,study_title,study_description,organism,study_type,platform,run_count,total_size,study_publication_date
SRP126166,30537514,1,,,,,,,,
SRP126287,30517868,1,,,,,,,,
SRP126288,30517868,1,,,,,,,,
SRP126508,29844125,1,,,,,,,,
SRP126661,29861296,1,,,,,,,,
SRP126663,29861296,1,,,,,,,,
SRP126664,29861296,1,,,,,,,,
SRP126765,29844388,1,,,,,,,,
SRP126845,30010675,1,,,,,,,,
SRP126894,30479348,1,,,,,,,,
SRP126999,29440304,1,,,,,,,,
SRP127564,29436395,1,,,,,,,,
SRP127732,37948511,1,,,,,,,,
SRP127739,31337711,1,,,,,,,,
SRP128044,29436395,1,,,,,,,,
SRP128542,29587142,1,,,,,,,,
SRP128594,30625327; 35188062,2,,,,,,,,
SRP128615,30257941; 35177654,2,,,,,,,,
SRP128689,29892061,1,,,,,,,,
SRP128918,29625070,1,,,,,,,,
SRP128920,29625070,1,,,,,,,,
SRP128922,29625070,1,,,,,,,,
SRP128933,29444862,1,,,,,,,,
SRP130940,30944316,1,,,,,,,,
SRP131016,29972774,1,,,,,,,,
SRP131071,30625322,1,,,,,,,,
SRP131080,31043611,1,,,,,,,,
SRP131081,30142145,1,,,,,,,,
SRP131098,30366908,1,,,,,,,,
SRP131099,30366908,1,,,,,,,,
SRP131101,30631869,1,,,,,,,,
SRP131173,30462277,1,,,,,,,,
SRP131486,30242112,1,,,,,,,,
SRP131618,31983537,1,,,,,,,,
SRP131674,30664779,1,,,,,,,,
SRP131675,30664779,1,,,,,,,,
SRP131796,31649055,1,,,,,,,,
SRP131964,29515000,1,,,,,,,,
SRP131965,29515000,1,,,,,,,,
SRP131992,31809738,1,,,,,,,,
SRP131993,31809738,1,,,,,,,,
SRP132021,31809738,1,,,,,,,,
SRP132184,30586762,1,,,,,,,,
SRP132307,30349115,1,,,,,,,,
SRP132340,34089720,1,,,,,,,,
SRP132460,29610140,1,,,,,,,,
SRP132703,29615789,1,,,,,,,,
SRP132797,29686279,1,,,,,,,,
SRP132914,30078722,1,,,,,,,,
SRP132915,30078722,1,,,,,,,,
SRP132946,34470779,1,,,,,,,,
SRP132956,30739799,1,,,,,,,,
SRP133128,29483136,1,,,,,,,,
SRP133187,29808028,1,,,,,,,,
SRP133323,30905509,1,,,,,,,,
SRP133791,30528456,1,,,,,,,,
SRP133828,30550791,1,,,,,,,,
SRP134007,30139328,1,,,,,,,,
SRP134277,30423296,1,,,,,,,,
SRP134375,31513574,1,,,,,,,,
SRP134992,31983537,1,,,,,,,,
SRP135248,29735554,1,,,,,,,,
SRP135988,37344645,1,,,,,,,,
SRP136009,31097695,1,,,,,,,,
SRP136011,31097695,1,,,,,,,,
SRP136016,31097695,1,,,,,,,,
SRP136023,30923373,1,,,,,,,,
SRP136031,30778251,1,,,,,,,,
SRP136107,29789598,1,,,,,,,,
SRP136218,31862696,1,,,,,,,,
SRP136219,31862696,1,,,,,,,,
SRP136242,33534128,1,,,,,,,,
SRP136254,37344645,1,,,,,,,,
SRP136311,30083595,1,,,,,,,,
SRP136603,31296553,1,,,,,,,,
SRP136624,30975481,1,,,,,,,,
SRP136698,29625070,1,,,,,,,,
SRP136706,37467321,1,,,,,,,,
SRP136835,32656539,1,,,,,,,,
SRP136997,30209397,1,,,,,,,,
SRP137632,37344645,1,,,,,,,,
SRP137672,30217811,1,,,,,,,,
SRP137885,30894532,1,,,,,,,,
SRP137893,29921838,1,,,,,,,,
SRP137894,29921838,1,,,,,,,,
SRP138987,31331399,1,,,,,,,,
SRP139047,30613266,1,,,,,,,,
SRP139608,30842097,1,,,,,,,,
SRP139926,34831008,1,,,,,,,,
SRP140516,29791850,1,,,,,,,,
SRP140578,30842097,1,,,,,,,,
SRP140626,29979962,1,,,,,,,,
SRP140674,29791850,1,,,,,,,,
SRP140702,29691232,1,,,,,,,,
SRP141216,30455465,1,,,,,,,,
SRP142183,31685822,1,,,,,,,,
SRP142489,29991687,1,,,,,,,,
SRP142529,30454645,1,,,,,,,,
SRP142536,30366930,1,,,,,,,,
SRP142544,29700227,1,,,,,,,,
SRP142596,31142679,1,,,,,,,,
SRP143503,30548481,1,,,,,,,,
SRP143690,30093612,1,,,,,,,,
SRP144079,31362997,1,,,,,,,,
SRP144303,30696738,1,,,,,,,,
SRP144494,31485072,1,,,,,,,,
SRP144499,30578319,1,,,,,,,,
SRP144614,30346945,1,,,,,,,,
SRP144625,32350277,1,,,,,,,,
SRP144659,30626865,1,,,,,,,,
SRP144694,30872525,1,,,,,,,,
SRP144750,31155233,1,,,,,,,,
SRP145070,31796516,1,,,,,,,,
SRP145071,31796516,1,,,,,,,,
SRP145267,30309298,1,,,,,,,,
SRP145447,30712876,1,,,,,,,,
SRP145492,29846577,1,,,,,,,,
SRP145597,29961576,1,,,,,,,,
SRP145618,30366930,1,,,,,,,,
SRP146241,29861296,1,,,,,,,,
SRP147456,30791937,1,,,,,,,,
SRP148173,30087114,1,,,,,,,,
SRP148489,29950491,1,,,,,,,,
SRP148568,29976955,1,,,,,,,,
SRP148578,30018425,1,,,,,,,,
SRP148594,29961579,1,,,,,,,,
SRP148597,29961579,1,,,,,,,,
SRP148659,31078528; 37069550,2,,,,,,,,
SRP148866,30038220,1,,,,,,,,
SRP148945,30463017,1,,,,,,,,
SRP149118,35482409,1,,,,,,,,
SRP149203,32039730,1,,,,,,,,
SRP149204,32039730,1,,,,,,,,
SRP149361,31974273,1,,,,,,,,
SRP149518,30449681,1,,,,,,,,
SRP149527,31471108,1,,,,,,,,
SRP149534,30827679,1,,,,,,,,
SRP149535,30827679,1,,,,,,,,
SRP149536,30827679,1,,,,,,,,
SRP149537,30827679,1,,,,,,,,
SRP149538,30827679,1,,,,,,,,
SRP149539,30827679,1,,,,,,,,
SRP149540,30827679,1,,,,,,,,
SRP149541,30827679,1,,,,,,,,
SRP149542,30827679,1,,,,,,,,
SRP149545,30827679,1,,,,,,,,
SRP149822,30613765,1,,,,,,,,
SRP149838,30865883; 31996893,2,,,,,,,,
SRP149846,30962421,1,,,,,,,,
SRP149999,34535664,1,,,,,,,,
SRP150061,31805710,1,,,,,,,,
SRP150084,30638295,1,,,,,,,,
SRP150094,30983154,1,,,,,,,,
SRP150100,30366903,1,,,,,,,,
SRP150313,30357359,1,,,,,,,,
SRP150314,30357359,1,,,,,,,,
SRP150315,30357359,1,,,,,,,,
SRP150357,29891505,1,,,,,,,,
SRP150548,30127394; 30333558,2,,,,,,,,
SRP150549,30927002,1,,,,,,,,
SRP150586,30142145,1,,,,,,,,
SRP150709,38613165,1,,,,,,,,
SRP150836,30279700,1,,,,,,,,
SRP150855,23856246,1,,,,,,,,
SRP150876,30583733,1,,,,,,,,
SRP151005,31366581,1,,,,,,,,
SRP151006,31366581,1,,,,,,,,
SRP151035,31085176,1,,,,,,,,
SRP151047,31085176,1,,,,,,,,
SRP151121,30557332,1,,,,,,,,
SRP151140,30089255,1,,,,,,,,
SRP151290,30137027,1,,,,,,,,
SRP151417,30453164,1,,,,,,,,
SRP151419,30078706,1,,,,,,,,
SRP151420,30078706,1,,,,,,,,
SRP151421,30078706,1,,,,,,,,
SRP151422,30078706,1,,,,,,,,
SRP151423,30078706,1,,,,,,,,
SRP151424,30078706,1,,,,,,,,
SRP151451,31101674,1,,,,,,,,
SRP151460,30374130,1,,,,,,,,
SRP151465,31285436; 32744500; 34836971,3,,,,,,,,
SRP151472,30224821,1,,,,,,,,
SRP151681,30224821,1,,,,,,,,
SRP151684,30224821,1,,,,,,,,
SRP151757,30638736,1,,,,,,,,
SRP151779,30638736,1,,,,,,,,
SRP151955,31467334,1,,,,,,,,
SRP151988,30033366,1,,,,,,,,
SRP152992,31000582,1,,,,,,,,
SRP153037,31000582,1,,,,,,,,
SRP153147,31833833,1,,,,,,,,
SRP153231,30532146,1,,,,,,,,
SRP153423,30120411,1,,,,,,,,
SRP153763,30532146,1,,,,,,,,
SRP153900,31539496,1,,,,,,,,
SRP153926,30228179,1,,,,,,,,
SRP153937,30120411,1,,,,,,,,
SRP154013,30198908,1,,,,,,,,
SRP154311,30232453,1,,,,,,,,
SRP154382,29874120,1,,,,,,,,
SRP154572,30146162,1,,,,,,,,
SRP154583,30321299,1,,,,,,,,
SRP154932,30181244,1,,,,,,,,
SRP154933,30181244,1,,,,,,,,
SRP154934,30181244,1,,,,,,,,
SRP154935,30181244,1,,,,,,,,
SRP155033,30346945,1,,,,,,,,
SRP155163,31160568,1,,,,,,,,
SRP155415,30840889,1,,,,,,,,
SRP155416,30840889,1,,,,,,,,
SRP155511,32656539,1,,,,,,,,
SRP155533,30150410,1,,,,,,,,
SRP155564,30558267,1,,,,,,,,
SRP155706,30401716,1,,,,,,,,
SRP156448,31213486,1,,,,,,,,
SRP156451,30333238,1,,,,,,,,
SRP156525,30287662,1,,,,,,,,
SRP156527,30287662,1,,,,,,,,
SRP156528,30287662,1,,,,,,,,
SRP156531,30827679,1,,,,,,,,
SRP156532,30827679,1,,,,,,,,
SRP156614,31913126,1,,,,,,,,
SRP156699,34083435,1,,,,,,,,
SRP156849,30297393,1,,,,,,,,
SRP157092,30224479,1,,,,,,,,
SRP157215,30334814,1,,,,,,,,
SRP157905,35650266,1,,,,,,,,
SRP158392,31308490,1,,,,,,,,
SRP158423,33790284,1,,,,,,,,
SRP158590,30607001,1,,,,,,,,
SRP158730,30841919,1,,,,,,,,
SRP158748,31862000,1,,,,,,,,
SRP158794,30332658,1,,,,,,,,
SRP159005,31061501,1,,,,,,,,
SRP159013,30742126; 36033591,2,,,,,,,,
SRP159024,30664790,1,,,,,,,,
SRP159079,30374130,1,,,,,,,,
SRP159081,30374130,1,,,,,,,,
SRP159178,31023702,1,,,,,,,,
SRP159185,31527834,1,,,,,,,,
SRP159186,30815639,1,,,,,,,,
SRP159451,32286289,1,,,,,,,,
SRP159515,30282030,1,,,,,,,,
SRP159806,38956378,1,,,,,,,,
SRP159911,31310591,1,,,,,,,,
SRP159941,30651569,1,,,,,,,,
SRP159942,30651569,1,,,,,,,,
SRP159943,30455306,1,,,,,,,,
SRP160108,30794557,1,,,,,,,,
SRP161171,30487575,1,,,,,,,,
SRP161172,30487575,1,,,,,,,,
SRP161176,30511964,1,,,,,,,,
SRP161491,31061501,1,,,,,,,,
SRP161662,30944316,1,,,,,,,,
SRP161776,31511320,1,,,,,,,,
SRP161930,30455465,1,,,,,,,,
SRP162039,30916338,1,,,,,,,,
SRP162053,31131328,1,,,,,,,,
SRP162056,31131328,1,,,,,,,,
SRP162057,31131328,1,,,,,,,,
SRP162104,33020667,1,,,,,,,,
SRP162175,31061501,1,,,,,,,,
SRP162228,30365520,1,,,,,,,,
SRP162231,31015438,1,,,,,,,,
SRP162232,31015438,1,,,,,,,,
SRP162249,30344044,1,,,,,,,,
SRP162268,30894605,1,,,,,,,,
SRP162387,34083435,1,,,,,,,,
SRP162470,33185661,1,,,,,,,,
SRP162488,30827862; 31911451,2,,,,,,,,
SRP162651,30540933,1,,,,,,,,
SRP162664,33185661,1,,,,,,,,
SRP162735,30373918,1,,,,,,,,
SRP162839,31969487,1,,,,,,,,
SRP162965,30472156,1,,,,,,,,
SRP163001,30644358,1,,,,,,,,
SRP163059,30644358,1,,,,,,,,
SRP163153,31285436; 32051612,2,,,,,,,,
SRP163265,30496290,1,,,,,,,,
SRP164390,32321829,1,,,,,,,,
SRP164748,32343676,1,,,,,,,,
SRP164749,32343676,1,,,,,,,,
SRP164750,32343676,1,,,,,,,,
SRP164923,30428356,1,,,,,,,,
SRP164924,30428356,1,,,,,,,,
SRP164925,30428356,1,,,,,,,,
SRP164926,30428356,1,,,,,,,,
SRP164935,30366908,1,,,,,,,,
SRP164943,30638736,1,,,,,,,,
SRP164953,31285436,1,,,,,,,,
SRP165131,31285436,1,,,,,,,,
SRP165202,30469014,1,,,,,,,,
SRP165726,30995943,1,,,,,,,,
SRP165868,31178353; 32488030,2,,,,,,,,
SRP166061,30554876,1,,,,,,,,
SRP166112,30531871,1,,,,,,,,
SRP166319,31249064,1,,,,,,,,
SRP166345,32878980,1,,,,,,,,
SRP166430,25849638; 30042204,2,,,,,,,,
SRP166447,30482222,1,,,,,,,,
SRP166550,30735131,1,,,,,,,,
SRP166551,30735131,1,,,,,,,,
SRP166553,30737146,1,,,,,,,,
SRP166796,30455306,1,,,,,,,,
SRP166806,34083435,1,,,,,,,,
SRP166875,32313005,1,,,,,,,,
SRP166889,30742122,1,,,,,,,,
SRP166943,30664779,1,,,,,,,,
SRP166945,30664779,1,,,,,,,,
SRP166967,30404002,1,,,,,,,,
SRP167161,31804471,1,,,,,,,,
SRP167164,31804471,1,,,,,,,,
SRP167217,30332650,1,,,,,,,,
SRP167242,30951672,1,,,,,,,,
SRP167389,29590606; 33060170,2,,,,,,,,
SRP167854,30923193,1,,,,,,,,
SRP167870,30575730,1,,,,,,,,
SRP167880,31784538; 32471953,2,,,,,,,,
SRP167881,31784538; 32471953,2,,,,,,,,
SRP167882,31784538; 32471953,2,,,,,,,,
SRP167975,30674677,1,,,,,,,,
SRP167976,36509990,1,,,,,,,,
SRP167977,36509990,1,,,,,,,,
SRP168253,31444334,1,,,,,,,,
SRP168352,31390564,1,,,,,,,,
SRP168387,34083435,1,,,,,,,,
SRP168559,30622257,1,,,,,,,,
SRP168598,34711804,1,,,,,,,,
SRP168620,30899417,1,,,,,,,,
SRP168621,30899417,1,,,,,,,,
SRP168762,30827679,1,,,,,,,,
SRP168821,30827679,1,,,,,,,,
SRP169102,31188565,1,,,,,,,,
SRP169553,30712845,1,,,,,,,,
SRP169561,30814731,1,,,,,,,,
SRP169952,31816636,1,,,,,,,,
SRP170055,30651550,1,,,,,,,,
SRP170609,34083435,1,,,,,,,,
SRP171121,31404833,1,,,,,,,,
SRP171169,31269446,1,,,,,,,,
SRP171217,31269446,1,,,,,,,,
SRP172100,31324780,1,,,,,,,,
SRP172732,33199705,1,,,,,,,,
SRP172784,32245952,1,,,,,,,,
SRP173204,31996845,1,,,,,,,,
SRP173267,31666743,1,,,,,,,,
SRP173275,30814732,1,,,,,,,,
SRP173276,31243372,1,,,,,,,,
SRP173277,31243372,1,,,,,,,,
SRP173343,30951672,1,,,,,,,,
SRP173344,30814732,1,,,,,,,,
SRP173351,30543324,1,,,,,,,,
SRP173457,31435022,1,,,,,,,,
SRP173473,30797773,1,,,,,,,,
SRP173486,31053162,1,,,,,,,,
SRP173552,32042191,1,,,,,,,,
SRP173553,32042191,1,,,,,,,,
SRP173596,33980856,1,,,,,,,,
SRP173646,37801613,1,,,,,,,,
SRP173826,32360601,1,,,,,,,,
SRP173943,31315653,1,,,,,,,,
SRP173955,30951672,1,,,,,,,,
SRP174076,34145313,1,,,,,,,,
SRP174093,31340720,1,,,,,,,,
SRP174127,31932695,1,,,,,,,,
SRP174128,31932695,1,,,,,,,,
SRP174132,31932695,1,,,,,,,,
SRP174910,30755442,1,,,,,,,,
SRP174997,30858547,1,,,,,,,,
SRP175026,34323617,1,,,,,,,,
SRP175077,31402260,1,,,,,,,,
SRP175246,31826955,1,,,,,,,,
SRP175247,31826955,1,,,,,,,,
SRP175293,30850393,1,,,,,,,,
SRP175374,31801070,1,,,,,,,,
SRP175707,31227306,1,,,,,,,,
SRP176485,33836152,1,,,,,,,,
SRP178115,31178407,1,,,,,,,,
SRP178865,31501863,1,,,,,,,,
SRP179091,37655661,1,,,,,,,,
SRP179106,37655661,1,,,,,,,,
SRP179618,34469727,1,,,,,,,,
SRP179634,30747709,1,,,,,,,,
SRP179781,31178407,1,,,,,,,,
SRP180242,31186238,1,,,,,,,,
SRP181694,30735131,1,,,,,,,,
SRP181871,31016107,1,,,,,,,,
SRP181888,31303470,1,,,,,,,,
SRP181909,31303470,1,,,,,,,,
SRP181911,31303470,1,,,,,,,,
SRP181952,31335328,1,,,,,,,,
SRP182051,31672911,1,,,,,,,,
SRP182705,31015438,1,,,,,,,,
SRP182724,31080134,1,,,,,,,,
SRP182943,30951670,1,,,,,,,,
SRP182966,32102931,1,,,,,,,,
SRP183188,30827681,1,,,,,,,,
SRP183532,31361600; 33471819,2,,,,,,,,
SRP184202,32060262,1,,,,,,,,
SRP184203,32060262,1,,,,,,,,
SRP184204,32060262,1,,,,,,,,
SRP184205,32060262,1,,,,,,,,
SRP184206,32060262,1,,,,,,,,
SRP184207,32060262,1,,,,,,,,
SRP184208,32060262,1,,,,,,,,
SRP184472,31767764,1,,,,,,,,
SRP184539,30232459,1,,,,,,,,
SRP184651,33602823,1,,,,,,,,
SRP184653,33602823,1,,,,,,,,
SRP184654,31231465,1,,,,,,,,
SRP184656,33602823,1,,,,,,,,
SRP184667,33602823,1,,,,,,,,
SRP185359,31649055,1,,,,,,,,
SRP185419,32531271,1,,,,,,,,
SRP185906,37505720,1,,,,,,,,
SRP185979,39341835,1,,,,,,,,
SRP186175,30962421,1,,,,,,,,
SRP186300,31027997,1,,,,,,,,
SRP186309,34103681,1,,,,,,,,
SRP186406,30978357,1,,,,,,,,
SRP186507,31442403,1,,,,,,,,
SRP186535,30842218,1,,,,,,,,
SRP186559,31771984,1,,,,,,,,
SRP186568,32220301,1,,,,,,,,
SRP186627,31973890,1,,,,,,,,
SRP186643,31488706,1,,,,,,,,
SRP186681,31207604,1,,,,,,,,
SRP186683,31207604,1,,,,,,,,
SRP186687,22460905; 31068700,2,,,,,,,,
SRP186899,31744829,1,,,,,,,,
SRP186949,31744829,1,,,,,,,,
SRP186959,32220301,1,,,,,,,,
SRP187083,30979687,1,,,,,,,,
SRP187093,31821784,1,,,,,,,,
SRP187096,31821784,1,,,,,,,,
SRP187251,34083435,1,,,,,,,,
SRP187575,31462705,1,,,,,,,,
SRP187768,32220301,1,,,,,,,,
SRP187834,35394046,1,,,,,,,,
SRP187843,33113355,1,,,,,,,,
SRP188007,30967541,1,,,,,,,,
SRP188348,32182224,1,,,,,,,,
SRP188434,32111885,1,,,,,,,,
SRP188506,31078526,1,,,,,,,,
SRP188671,31243370,1,,,,,,,,
SRP188694,32424275,1,,,,,,,,
SRP188704,32424275,1,,,,,,,,
SRP188712,32424275,1,,,,,,,,
SRP188729,31666702,1,,,,,,,,
SRP188732,32958757,1,,,,,,,,
SRP188733,31874105,1,,,,,,,,
SRP188745,31358996,1,,,,,,,,
SRP188817,32350277,1,,,,,,,,
SRP188846,32453730,1,,,,,,,,
SRP188885,31543463,1,,,,,,,,
SRP189075,31243370,1,,,,,,,,
SRP189090,32956836,1,,,,,,,,
SRP189091,32027840,1,,,,,,,,
SRP189142,31911451,1,,,,,,,,
SRP189170,31390564,1,,,,,,,,
SRP189178,31978326,1,,,,,,,,
SRP189304,31240244,1,,,,,,,,
SRP189363,31649166,1,,,,,,,,
SRP189472,31243370,1,,,,,,,,
SRP189491,31324884,1,,,,,,,,
SRP189732,32516589,1,,,,,,,,
SRP189735,33973518,1,,,,,,,,
SRP189782,31229590,1,,,,,,,,
SRP189900,31101765,1,,,,,,,,
SRP190018,31160710,1,,,,,,,,
SRP190144,31792212,1,,,,,,,,
SRP190147,32032354,1,,,,,,,,
SRP190511,31883968,1,,,,,,,,
SRP190814,31061501,1,,,,,,,,
SRP191069,31048499; 39098861,2,,,,,,,,
SRP191546,31202577,1,,,,,,,,
SRP191550,31202577,1,,,,,,,,
SRP191552,31202577,1,,,,,,,,
SRP191554,31202577,1,,,,,,,,
SRP191615,31197017,1,,,,,,,,
SRP192020,32001657,1,,,,,,,,
SRP192022,32001657,1,,,,,,,,
SRP192023,31160565,1,,,,,,,,
SRP192172,31771968,1,,,,,,,,
SRP192298,31771968,1,,,,,,,,
SRP192491,33815354,1,,,,,,,,
SRP192562,31548395,1,,,,,,,,
SRP192701,31697837,1,,,,,,,,
SRP192871,32984844,1,,,,,,,,
SRP193013,32358507,1,,,,,,,,
SRP193148,31697837,1,,,,,,,,
SRP193372,32571915,1,,,,,,,,
SRP193486,31668803,1,,,,,,,,
SRP193759,31188523,1,,,,,,,,
SRP193886,31185909,1,,,,,,,,
SRP193896,31624376,1,,,,,,,,
SRP193993,31548395,1,,,,,,,,
SRP194063,36071171,1,,,,,,,,
SRP194098,31048320,1,,,,,,,,
SRP194099,31048320,1,,,,,,,,
SRP194116,31825826,1,,,,,,,,
SRP194167,32238925,1,,,,,,,,
SRP194188,34244513,1,,,,,,,,
SRP194242,31422869,1,,,,,,,,
SRP194243,31422869,1,,,,,,,,
SRP194266,31462429,1,,,,,,,,
SRP194360,31152140,1,,,,,,,,
SRP194361,31152140,1,,,,,,,,
SRP195807,32084390,1,,,,,,,,
SRP197098,31125342,1,,,,,,,,
SRP197106,32169821,1,,,,,,,,
SRP197384,32080622,1,,,,,,,,
SRP197578,32416067,1,,,,,,,,
SRP197579,32416067,1,,,,,,,,
SRP197631,34725321,1,,,,,,,,
SRP197641,31754050,1,,,,,,,,
SRP198246,32416067,1,,,,,,,,
SRP198256,32416067,1,,,,,,,,
SRP198297,32416067,1,,,,,,,,
SRP198378,32416067,1,,,,,,,,
SRP198497,31844290,1,,,,,,,,
SRP198661,31792212,1,,,,,,,,
SRP198790,32321568,1,,,,,,,,
SRP198922,33230114,1,,,,,,,,
SRP198923,33230114,1,,,,,,,,
SRP198930,31395785,1,,,,,,,,
SRP198996,32057994,1,,,,,,,,
SRP199112,32169821,1,,,,,,,,
SRP199122,31395785,1,,,,,,,,
SRP199170,32169821,1,,,,,,,,
SRP199251,31539496,1,,,,,,,,
SRP199253,29301958,1,,,,,,,,
SRP199683,31539496,1,,,,,,,,
SRP199771,32027624,1,,,,,,,,
SRP199772,32027624,1,,,,,,,,
SRP199773,32027624,1,,,,,,,,
SRP199786,31292201,1,,,,,,,,
SRP199799,31539496,1,,,,,,,,
SRP199881,34083435,1,,,,,,,,
SRP199904,32393766,1,,,,,,,,
SRP199905,32393766,1,,,,,,,,
SRP199906,32393766,1,,,,,,,,
SRP199907,32393766,1,,,,,,,,
SRP199981,31801078,1,,,,,,,,
SRP199982,31801078,1,,,,,,,,
SRP199985,31801078,1,,,,,,,,
SRP200058,32341560,1,,,,,,,,
SRP200060,31420371,1,,,,,,,,
SRP200090,32403054,1,,,,,,,,
SRP200150,31932729,1,,,,,,,,
SRP200287,36171288,1,,,,,,,,
SRP200465,31633019,1,,,,,,,,
SRP200641,31940494,1,,,,,,,,
SRP200683,33536616,1,,,,,,,,
SRP200686,33536616,1,,,,,,,,
SRP200790,33203882,1,,,,,,,,
SRP200791,33203882,1,,,,,,,,
SRP200963,33536616,1,,,,,,,,
SRP200964,32133433,1,,,,,,,,
SRP200981,31308215,1,,,,,,,,
SRP200983,31308215,1,,,,,,,,
SRP200984,31308215,1,,,,,,,,
SRP200985,31308215,1,,,,,,,,
SRP201006,31421980,1,,,,,,,,
SRP201304,31300540,1,,,,,,,,
SRP201342,32553107,1,,,,,,,,
SRP201379,32842875,1,,,,,,,,
SRP201387,32553107,1,,,,,,,,
SRP201395,31340047,1,,,,,,,,
SRP201433,32525899,1,,,,,,,,
SRP201502,31894965,1,,,,,,,,
SRP201770,31442407,1,,,,,,,,
SRP201792,32492428,1,,,,,,,,
SRP201838,31442407,1,,,,,,,,
SRP201992,31284509,1,,,,,,,,
SRP202042,31996845,1,,,,,,,,
SRP202043,31712311,1,,,,,,,,
SRP202045,32492428,1,,,,,,,,
SRP202546,31398338,1,,,,,,,,
SRP212114,31395745,1,,,,,,,,
SRP212153,31324883,1,,,,,,,,
SRP212154,31324883,1,,,,,,,,
SRP212155,31324883,1,,,,,,,,
SRP212637,32051003,1,,,,,,,,
SRP212638,32051003,1,,,,,,,,
SRP212639,32051003,1,,,,,,,,
SRP212640,32051003,1,,,,,,,,
SRP212641,32051003,1,,,,,,,,
SRP212642,32051003,1,,,,,,,,
SRP212643,32051003,1,,,,,,,,
SRP212644,32051003,1,,,,,,,,
SRP212645,32051003,1,,,,,,,,
SRP212646,32051003,1,,,,,,,,
SRP212647,32051003,1,,,,,,,,
SRP212648,32051003,1,,,,,,,,
SRP212649,32051003,1,,,,,,,,
SRP212651,32051003,1,,,,,,,,
SRP212687,31744829,1,,,,,,,,
SRP212728,34732721,1,,,,,,,,
SRP212736,31433975,1,,,,,,,,
SRP212768,31471106,1,,,,,,,,
SRP212810,31840053,1,,,,,,,,
SRP212930,31653568,1,,,,,,,,
SRP212931,31653568,1,,,,,,,,
SRP213732,31611701,1,,,,,,,,
SRP213792,31809738,1,,,,,,,,
SRP214232,31527834,1,,,,,,,,
SRP214243,31519689,1,,,,,,,,
SRP214326,31809738,1,,,,,,,,
SRP214482,32051587,1,,,,,,,,
SRP214532,32669716,1,,,,,,,,
SRP214583,35600339,1,,,,,,,,
SRP214606,39972132,1,,,,,,,,
SRP214837,31434685,1,,,,,,,,
SRP214856,34732728,1,,,,,,,,
SRP214984,31527834,1,,,,,,,,
SRP215305,32839551,1,,,,,,,,
SRP215460,33979654,1,,,,,,,,
SRP215461,33979654,1,,,,,,,,
SRP215462,33979654,1,,,,,,,,
SRP215841,31582538,1,,,,,,,,
SRP215952,32518228,1,,,,,,,,
SRP216065,31488578,1,,,,,,,,
SRP216273,31474370,1,,,,,,,,
SRP216403,31474370,1,,,,,,,,
SRP216429,31434685,1,,,,,,,,
SRP216456,32579931,1,,,,,,,,
SRP216891,32415063,1,,,,,,,,
SRP216892,32415063,1,,,,,,,,
SRP216893,32415063,1,,,,,,,,
SRP216894,32415063,1,,,,,,,,
SRP216903,32196081,1,,,,,,,,
SRP216982,32556286,1,,,,,,,,
SRP217052,38326609,1,,,,,,,,
SRP217139,31663852,1,,,,,,,,
SRP217327,31527169,1,,,,,,,,
SRP217510,35021081,1,,,,,,,,
SRP217715,31857292,1,,,,,,,,
SRP217830,32814769,1,,,,,,,,
SRP217855,31806642,1,,,,,,,,
SRP218267,31679823,1,,,,,,,,
SRP218339,32555463; 33772246,2,,,,,,,,
SRP218453,31933479,1,,,,,,,,
SRP218454,31503550,1,,,,,,,,
SRP218863,31745340,1,,,,,,,,
SRP218866,33397942,1,,,,,,,,
SRP218895,31591467,1,,,,,,,,
SRP218939,31513970,1,,,,,,,,
SRP218975,34887405,1,,,,,,,,
SRP218998,31375632,1,,,,,,,,
SRP218999,31375632,1,,,,,,,,
SRP219023,34412669,1,,,,,,,,
SRP219234,31768023,1,,,,,,,,
SRP219264,31905229,1,,,,,,,,
SRP219277,31822498,1,,,,,,,,
SRP219471,31996893,1,,,,,,,,
SRP219537,31585080,1,,,,,,,,
SRP219627,31484655,1,,,,,,,,
SRP219631,35357919,1,,,,,,,,
SRP219649,31685984,1,,,,,,,,
SRP219747,31484655,1,,,,,,,,
SRP219792,33626321,1,,,,,,,,
SRP219816,31604914,1,,,,,,,,
SRP219845,31968015; 37193066,2,,,,,,,,
SRP219871,31730857,1,,,,,,,,
SRP219874,31429825,1,,,,,,,,
SRP219888,39341835,1,,,,,,,,
SRP220171,32416589,1,,,,,,,,
SRP220345,32193376,1,,,,,,,,
SRP220354,39814891,1,,,,,,,,
SRP220504,33098766,1,,,,,,,,
SRP220640,31601678,1,,,,,,,,
SRP220703,32675324,1,,,,,,,,
SRP220704,32675324,1,,,,,,,,
SRP220733,32198885,1,,,,,,,,
SRP220999,33536616,1,,,,,,,,
SRP221199,33420019,1,,,,,,,,
SRP221279,31723047,1,,,,,,,,
SRP221282,32051339,1,,,,,,,,
SRP221293,34142094,1,,,,,,,,
SRP221295,33878299,1,,,,,,,,
SRP221373,33878299,1,,,,,,,,
SRP221387,32594908,1,,,,,,,,
SRP221563,34142094,1,,,,,,,,
SRP221586,31586069,1,,,,,,,,
SRP221587,31586069,1,,,,,,,,
SRP221596,32193376,1,,,,,,,,
SRP221770,31771968,1,,,,,,,,
SRP221804,32193376,1,,,,,,,,
SRP222296,31883968,1,,,,,,,,
